Word Number	Frequency	Arabic	English					
942	12411	إننا	We 					
943	12398	مستعد	Ready 					
944	12390	أسوأ	Worst 					
945	12382	القديمة	Ancient 					
946	12378	الوصول	 access					
947	12376	قط	Never  					
948	12361	بيل	Bill 					
949	12358	ماري	Mary 					
950	12349	اسمي	My name 					
951	12325	يقولون	They say 					
952	12290	المخدرات	Drug 					
953	12277	ستة	Six 					
954	12276	المستشفى	Hospital 					
955	12275	سنذهب	We will go 					
956	12252	توقفي	Stop 					
957	12247	زال	Still 					
958	12215	ماكس	Max 					
959	12215	اللحظة	 moment					
960	12161	معا	Together 					
961	12143	مختلف	Various 					
962	12127	يزال	Still  					
963	12110	صوت	Voice 					
964	12048	ب	B 					
965	12038	كامل	Full 					
966	12026	فعلا	Actually 					
967	12005	مضحك	Funny 					
968	11984	بأننا	We 					
969	11953	يحب	Loves 					
970	11944	طبيب	Doctor 					
971	11940	نرى	See 					
972	11936	أخذت	It took  					
973	11927	خطر	Risk 					
974	11914	بعمل	Work 					
975	11906	الجريمة	Crime 					
976	11896	عالم	World 					
977	11867	أكره	I hate 					
978	11865	عليكم	You 					
979	11863	لأنها	Because they 					
980	11861	السماء	Heaven 					
981	11850	الاشياء	 stuff					
982	11818	مركز	 Center					
983	11812	غدا	Tomorrow 					
984	11803	قطعة	Piece 					
985	11800	المنطقة	 region					
986	11791	جيمي	Jimmy 					
987	11778	خاصة	Special 					
988	11769	هنري	Henry 					
989	11753	زوجتك	Your wife  					
990	11742	الشئ	Thing 					
991	11736	بلى	Yes  					
992	11735	الصورة	Photo  					
993	11724	مقابل	Vs 					
994	11701	الخطأ	Error 					
995	11673	تعيش	Live 					
996	11660	وهذه	This 					
997	11642	أهتم	I care 					
998	11634	القائد	Commander of  					
999	11623	الطائرة	Aircraft 					
1000	11618	الكتاب	The book 					
1001	ـ11607	أنـا	I 					
1002	11600	كثير	Many 					
1003	11587	السنة	Year 					
1004	11587	منتصف	Mid-					
1005	11580	بإمكاني	I 					
1006	11576	الشارع	Street 					
1007	11552	ميلاد	Birthday  					
1008	11527	قضية	Issue 					
1009	11526	الهواء	Air 					
1010	11515	نفسها	Itself 					
1011	11513	أنتظر	Wait 					
1012	11513	قم	Download 					
1013	11504	موجود	It is 					
1014	11492	طالما	As long as 					
1015	11491	أطلب	I ask 					
1016	11449	مره	 times					
1017	11445	شباب	Youth 					
1018	11426	الاتصال	Contact 					
1019	11410	شهر	Month 					
1020	11410	رأيته	I saw 					
1021	11407	ممتاز	Excellent 					
1022	11397	حيال	About 					
1023	11391	القتل	Murder 					
1024	11386	سارة	Sarah 					
1025	11379	اتفقنا	We agreed 					
1026	11376	أجد	I find  					
1027	11370	أأنت	Are 					
1028	11351	مفهوم	The concept 					
1029	11350	ابي	Abe 					
1030	11343	القادم	Next  					
1031	11335	مختلفة	Various 					
1032	11333	بإمكانك	You 					
1033	11318	يعيش	Live 					
1034	11317	الدكتور	Dr 					
1035	11316	الفريق	Team 					
1036	11316	لفترة	For a period of 					
1037	11287	ينتهي	 ends					
1038	11275	المحتمل	Probably  					
1039	11265	البلدة	Town 					
1040	11263	وأن	And 					
1041	11255	لطيفة	Nice 					
1042	11233	فعلها	Do 					
1043	11230	مازال	Still 					
1044	11207	القانون	 Law					
1045	11204	ابدا	Never 					
1046	11200	قسم	Department 					
1047	11191	والذي	Which 					
1048	11183	فيلم	Movie 					
1049	11176	ولكنني	But I 					
1050	11168	جاهز	Ready 					
1051	11159	مرات	Times 					
1052	11131	أحمق	Fool 					
1053	11119	بشدة	Strongly 					
1054	11088	العرض	Display 					
1055	11083	سنكون	We will be 					
1056	11077	أولئك	Those 					
1057	11068	حوالي	About 					
1058	11063	قليل	Few 					
1059	11042	بوب	Bob 					
1060	11041	راي	Ray 					
1061	11029	وبعدها	Then 					
1062	11027	لكننا	But 					
1063	11025	وجه	Face 					
1064	11017	تنظر	Consider 					
1065	11014	أقسم	I swear 					
1066	11007	وهل	Is 					
1067	11004	الشعور	Feeling 					
1068	10981	اسمعي	Listen 					
1069	10971	يعتقد	Believes 					
1070	10969	فلا	There 					
1071	10967	رحلة	 trip					
1072	10956	اللعبة	Game  					
1073	10935	القاتل	Killer 					
1074	10907	عملي	Practical 					
1075	10887	تفعلي	 are you doing					
1076	10882	وكيف	How 					
1077	10853	شعرت	I felt 					
1078	10842	داني	Danny 					
1079	10831	دليل	 guide					
1080	10823	الصور	Pictures 					
1081	10815	الصحيح	Right 					
1082	10806	تركت	I left 					
1083	10794	وإذا	If  					
1084	10778	الوغد	Cur 					
1085	10757	اخرج	Get out  					
1086	10756	تبحث	Looking 					
1087	10751	المكتب	 Office					
1088	10747	أنتما	Ye 					
1089	10742	ماهو	What is 					
1090	ـ10734	مـن	Of 					
1091	10733	يموت	Die 					
1092	10731	تخرج	Graduated 					
1093	10722	اسمك	Your name 					
1094	10712	امي	Lamy 					
1095	10708	حاجة	Need 					
1096	10704	القصة	Story  					
1097	10698	اشعر	I feel  					
1098	10686	أنظري	Look 					
1099	10681	عدت	I returned 					
1100	10673	مازلت	I still 					
1101	10671	السيطرة	 control					
1102	10656	علمت	I learned 					
1103	10652	تستطيعين	Tsttiein 					
1104	10639	إني	I 					
1105	10632	عاد	Returned 					
1106	10609	إعادة	Re 					
1107	10598	زوجي	My husband  					
1108	10595	عربى	arabic 					
1109	10594	الفرصة	The opportunity 					
1110	10584	كلنا	We are all  					
1111	10582	بالكامل	Fully 					
1112	10580	القهوة	Coffee 					
1113	10579	العميل	Customer 					
1114	10573	شي	Shi 					
1115	10554	ولقد	We 					
1116	10554	تبا	Heck 					
1117	10546	صديقك	Friend 					
1118	10545	المعذرة	Excuse me 					
1119	10542	قائمة	List 					
1120	10538	ابني	My son 					
1121	10531	أسفل	Down 					
1122	10530	مساء	Evening 					
1123	10507	أعد	Prepared 					
1124	10499	وضعت	Put 					
1125	10463	هراء	Nonsense 					
1126	10454	العثور	Found 					
1127	10437	أطلق	Launched 					
1128	10425	بالداخل	Inside  					
1129	10402	قوة	Power 					
1130	10402	نيك	Nick 					
1131	10399	وراء	Behind  					
1132	10398	حقيقية	Real 					
1133	10396	خطة	 Plan					
1134	10387	عندك	You have 					
1135	10379	حينها	Then 					
1136	10375	ترغب	Want 					
1137	10373	بماذا	What 					
1138	10365	حتي	Even 					
1139	10352	مهمة	"Important 	"					
1140	10352	ولكنك	But you 					
1141	10349	أسف	Unfortunately 					
1142	10342	قاتل	Assassin 					
1143	10321	نجد	We find 					
1144	10308	أرغب	"I want 	"					
1145	10297	موقع	  site					
1146	10291	عدا	Except 					
1147	10285	النقود	Money 					
1148	10284	مجددا	Again  					
1149	10262	رأسك	Your head 					
1150	10239	أعرفه	I know 					
1151	10229	إمرأة	Woman 					
1152	10202	ام	M 					
1153	10199	معى	With me  					
1154	10174	السفينة	Ship 					
1155	10164	تقلقي	Worry 					
1156	10162	يصبح	It becomes 					
1157	10154	المشاكل	Problems 					
1158	10150	معلومات	 Information					
1159	10148	تملك	Owns 					
1160	10139	عندها	Then 					
1161	10133	يجعل	Makes 					
1162	10122	منزلي	Home 					
1163	10116	نظام	 system					
1164	10113	تبدأ	Start 					
1165	10097	بعيد	Far 					
1166	10093	أخبر	Tell 					
1167	10092	فإن	The 					
1168	10090	تجد	Find 					
1169	10085	ضع	Place 					
1170	10085	تحرك	Move 					
1171	10066	الأخبار	News 					
1172	10057	كثيرة	Many 					
1173	10043	البحر	 Sea					
1174	10040	ماتت	Died 					
1175	10028	تعلمون	You know 					
1176	10010	البارحة	Yesterday 					
1177	10010	كوني	Connie 					
1178	9965	نقطة	 points					
1179	9964	الميلاد	Birth 					
1180	9957	القديم	Old 					
1181	9955	تود	Todd 					
1182	9952	قلبي	My heart 					
1183	9940	محاولة	 attempt					
1184	9933	رؤيتك	See 					
1185	9923	أجلك	You 					
1186	9922	تمت	 has					
1187	9903	إيجاد	Find 					
1188	9902	البشر	Humans 					
1189	9902	أخبار	News 					
1190	9899	تزال	Still 					
1191	9881	جيمس	James 					
1192	9874	الغد	Tomorrow 					
1193	9871	أملك	I own 					
1194	9860	القيادة	 Leadership					
1195	9856	الكبيرة	Big 					
1196	9854	للأبد	Forever 					
1197	9854	سي	C.					
1198	9849	أستطع	I could 					
1199	9830	ارجوك	Please 					
1200	9821	ال	The 					
1201	9810	غبي	Stupid 					
1202	9791	إلينا	 us					
1203	9784	…	…					
1204	9774	لكى	In order to 					
1205	9774	عملك	Your Business 					
1206	9774	جيم	Jim					
1207	9773	الأرجح	Probably 					
1208	9765	المحكمة	 Court					
1209	9761	خائفة	Scared 					
1210	9754	يبدوا	It seems 					
1211	9733	العاهرة	Bitch 					
1212	9729	خائف	Afraid 					
1213	9715	ولد	Born 					
1214	9709	انتم	You 					
1215	9709	احب	I love 					
1216	9707	تي	t.					
1217	9703	الشركة	Company 					
1218	9698	دعينا	Let 					
1219	9676	يستحق	Worth 					
1220	9657	تريده	You want 					
1221	9651	إطلاق	Launch 					
1222	9633	أفعله	I do 					
1223	9632	الحالة	Status 					
1224	9627	أتى	 came					
1225	9626	كلما	Whenever 					
1226	9616	قامت	The 					
1227	9613	يكونوا	They 					
1228	9608	قريب	 close					
1229	9607	الدماء	Blood 					
1230	9607	الأحمق	A fool 					
1231	9605	خاص	Special 					
1232	9604	الملابس	Clothing 					
1233	9602	أسابيع	Weeks 					
1234	9596	خيار	 option					
1235	9595	قلته	I said 					
1236	9579	انظروا	Look at 					
1237	9579	كلارك	Clark 					
1238	9574	لبعض	Some 					
1239	9569	ميل	Mile 					
1240	9553	أعلى	Top 					
1241	9549	تغيير	Changing 					
1242	9549	الحفلة	Concert 					
1243	9547	الجيش	 Army					
1244	9519	صاحب	His 					
1245	9507	بنفس	The same 					
1246	9502	القلب	Heart 					
1247	9500	عائلتي	"My family 	"					
1248	9493	حياته	His 					
1249	9485	يمكنها	Can 					
1250	9484	حفل	 ceremony					
1251	9475	منطقة	 area					
1252	9464	معنى	Meaning 					
1253	9462	يتعلق	Regards 					
1254	9460	تموت	Die 					
1255	9460	سبق	Already 					
1256	9449	أولا	First 					
1257	9435	الغير	Non-					
1258	9426	إثنان	Two 					
1259	9425	اثنان	Two 					
1260	9424	القوة	 power					
1261	9415	تحدثت	I talked 					
1262	9406	بجانب	Next to 					
1263	9405	اعني	"I mean	 "					
1264	9402	السابقة	Previous 					
1265	9391	سنفعل	We will do 					
1266	9382	الكلب	Dog 					
1267	9380	بني	Built 					
1268	9379	السابق	Previous 					
1269	9376	للحصول	For 					
1270	9372	الهدف	Target 					
1271	9371	الموسيقى	Music 					
1272	9369	الأكثر	Most 					
1273	9345	القول	Say 					
1274	9339	احتاج	I need 					
1275	9333	أما	The 					
1276	9328	الطابق	 Floor					
1277	9327	صندوق	 Fund					
1278	9315	العيش	Live 					
1279	9300	زوجة	Wife 					
1280	9291	لأننا	Because we 					
1281	9288	برنامج	 Program					
1282	9285	الحمام	Bathroom 					
1283	9277	الامور	Things 					
1284	9276	اظن	I think 					
1285	9271	أشخاص	 people					
1286	9261	مضى	Before 					
1287	9250	قدم	 foot					
1288	9249	يديك	Your hands 					
1289	9247	الخط	 Line					
1290	9242	لمن	For those who 					
1291	9232	ديفيد	David 					
1292	9227	اللعينة	Damned 					
1293	9202	مكانك	Place your 					
1294	9199	بى	B-					
1295	9195	الإتصال	Contact 					
1296	9191	بالكاد	Barely 					
1297	9179	تقريبا	Almost 					
1298	9177	اللعنه	Damn 					
1299	9176	الأخير	Last 					
1300	9171	حد	End 					
1301	9141	أخبرتني	She told me 					
1302	9124	وظيفة	Function 					
1303	9122	فأنت	You 					
1304	9120	ظهر	Back 					
1305	9116	ابتعد	Stay away 					
1306	9115	تقل	Less than 					
1307	9111	فلن	You will not 					
1308	9103	كتاب	Book 					
1309	9102	يجدر	It is worth 					
1310	9098	ولكنها	But 					
1311	9095	السلاح	 arms					
1312	9090	نبدأ	We start 					
1313	9087	هدية	Gift 					
1314	9063	وجدنا	We found 					
1315	9056	أذا	If 					
1316	9049	مثيرة	Exciting 					
1317	9048	نعمل	We 					
1318	9036	لاحقا	Later 					
1319	9030	فهذا	This 					
1320	9022	غريبة	Strange 					
1321	9012	بيلي	Billy 					
1322	9009	دور	The role of 					
1323	9005	الثالث	Third 					
1324	8992	ويل	Will 					
1325	8992	جعل	Make 					
1326	8977	وهم	They 					
1327	8975	بالله	God 					
1328	8975	الهراء	Fudge 					
1329	8971	سلاح	 Weapon					
1330	8966	الخلف	Back 					
1331	8960	قريبا	Soon 					
1332	8947	قطع	Cut 					
1333	8935	أنكم	You 					
1334	8935	سنقوم	We'll 					
1335	8926	حبيبي	Habibi 					
1336	8924	أمريكا	America 					
1337	8912	كلانا	We both 					
1338	8907	الكفاية	Enough 					
1339	8903	آيي	â. 					
1340	8885	مايرام	Ok 					
1341	8873	الأمن	 Security					
1342	8873	خرجت	I came out 					
1343	8867	مارك	Mark 					
1344	8865	وإلا	Otherwise 					
1345	8855	نبحث	Looking 					
1346	8839	لديكم	You have 					
1347	8827	الفيلم	The film 					
1348	8820	مريض	Patient 					
1349	8817	لوس	Los 					
1350	8801	الصوت	Sound 					
1351	8799	أتصل	Contact 					
1352	8795	قوية	Powerful 					
1353	8786	وكنت	I 					
1354	8779	الشاب	Young 					
1355	8773	الجميلة	Beautiful 					
1356	8771	ألن	Allen 					
1357	8765	المتحدة	United 					
1358	8758	عادة	Usually 					
1359	8752	طريقي	My way 					
1360	8735	شعور	Feeling 					
1361	8731	سأتصل	I'll call 					
1362	8729	أخشى	I'm afraid 					
1363	8715	أراد	He wanted 					
1364	8706	فهم	Understanding 					
1365	8705	وذلك	That 					
1366	8699	ارى	I see 					
1367	8693	معظم	Most of 					
1368	8691	الكرة	Ball 					
1369	8690	التعامل	Dealing 					
1370	8684	نخرج	We go out 					
1371	8682	سماع	Hear 					
1372	8671	رائحة	The smell of 					
1373	8662	أهلا	Welcome to 					
1374	8662	السيارات	Car 					
1375	8648	العجوز	The old 					
1376	8630	ولو	If 					
1377	8624	أعدك	I promise 					
1378	8623	السرير	Bed 					
1379	8619	ليسوا	Not 					
1380	8617	درجة	Degree 					
1381	8615	مثلي	Gay 					
1382	8602	تصل	Up 					
1383	8602	بالمناسبة	By the way 					
1384	8602	المبنى	Building 					
